prob,file
0.001327,0_2.txt
0.000984,10000_4.txt
0.000381,10001_1.txt
0.002995,10002_3.txt
0.719557,10003_3.txt
0.007701,10004_2.txt
0.010637,10005_2.txt
0.000322,10006_2.txt
0.041717,10007_4.txt
0.121980,10008_4.txt
0.000575,10009_3.txt
0.637529,1000_3.txt
0.417802,10010_2.txt
0.000460,10011_1.txt
0.000294,10012_1.txt
0.022912,10013_4.txt
0.004758,10014_2.txt
0.980389,10015_4.txt
0.044227,10016_3.txt
0.011130,10017_1.txt
0.162692,10018_1.txt
0.000528,10019_1.txt
0.001088,1001_4.txt
0.002216,10020_1.txt
0.505192,10021_3.txt
0.000382,10022_4.txt
0.963910,10023_4.txt
0.001381,10024_3.txt
0.000380,10025_2.txt
0.001236,10026_3.txt
0.001092,10027_1.txt
0.002494,10028_3.txt
0.000372,10029_1.txt
0.161965,1002_3.txt
0.116083,10030_3.txt
0.010280,10031_2.txt
0.000931,10032_1.txt
0.000516,10033_1.txt
0.000511,10034_1.txt
0.002005,10035_1.txt
0.000333,10036_1.txt
0.635955,10037_1.txt
0.000328,10038_4.txt
0.000734,10039_1.txt
0.960404,1003_4.txt
0.919187,10040_2.txt
0.000633,10041_1.txt
0.000354,10042_1.txt
0.024700,10043_1.txt
0.000477,10044_2.txt
0.000418,10045_1.txt
0.013650,10046_4.txt
0.000307,10047_1.txt
0.000476,10048_1.txt
0.000561,10049_1.txt
0.259712,1004_4.txt
0.996049,10050_4.txt
0.001110,10051_2.txt
0.000335,10052_4.txt
0.994559,10053_4.txt
0.001557,10054_3.txt
0.001469,10055_1.txt
0.642840,10056_1.txt
0.000750,10057_1.txt
0.027984,10058_2.txt
0.099719,10059_1.txt
0.001136,1005_2.txt
0.000887,10060_3.txt
0.006261,10061_4.txt
0.003465,10062_4.txt
0.000601,10063_1.txt
0.003388,10064_2.txt
0.000824,10065_1.txt
0.796682,10066_1.txt
0.144862,10067_4.txt
0.001756,10068_3.txt
0.002033,10069_3.txt
0.000697,1006_3.txt
0.002096,10070_3.txt
0.245069,10071_2.txt
0.000344,10072_1.txt
0.245260,10073_3.txt
0.032785,10074_3.txt
0.000874,10075_3.txt
0.000525,10076_3.txt
0.005110,10077_3.txt
0.000528,10078_3.txt
0.000292,10079_1.txt
0.228687,1007_4.txt
0.000574,10080_1.txt
0.001393,10081_1.txt
0.128578,10082_1.txt
0.932379,10083_2.txt
0.007197,10084_3.txt
0.003002,10085_2.txt
0.032832,10086_1.txt
0.001291,10087_1.txt
0.000564,10088_1.txt
0.001777,10089_1.txt
0.023938,1008_2.txt
0.014531,10090_3.txt
0.000814,10091_1.txt
0.000599,10092_4.txt
0.000413,10093_1.txt
0.007069,10094_4.txt
0.789493,10095_3.txt
0.000446,10096_1.txt
0.001157,10097_2.txt
0.001759,10098_1.txt
0.021612,10099_4.txt
0.003056,1009_3.txt
0.990499,100_4.txt
0.957254,10100_3.txt
0.000676,10101_4.txt
0.955311,10102_2.txt
0.000341,10103_1.txt
0.000330,10104_1.txt
0.000606,10105_3.txt
0.000323,10106_1.txt
0.000465,10107_2.txt
0.005165,10108_1.txt
0.017795,10109_1.txt
0.033380,1010_1.txt
0.003935,10110_1.txt
0.000318,10111_1.txt
0.000372,10112_1.txt
0.000562,10113_1.txt
0.000414,10114_2.txt
0.000942,10115_1.txt
0.000341,10116_1.txt
0.000314,10117_1.txt
0.000310,10118_1.txt
0.002645,10119_1.txt
0.099243,1011_4.txt
0.000292,10120_1.txt
0.005363,10121_1.txt
0.001075,10122_2.txt
0.212683,10123_4.txt
0.668818,10124_3.txt
0.030499,10125_4.txt
0.797576,10126_4.txt
0.001730,10127_2.txt
0.002913,10128_1.txt
0.000999,10129_2.txt
0.721383,1012_1.txt
0.002070,10130_2.txt
0.960266,10131_3.txt
0.048917,10132_3.txt
0.045554,10133_4.txt
0.016487,10134_4.txt
0.000842,10135_3.txt
0.000782,10136_1.txt
0.004770,10137_2.txt
0.151185,10138_2.txt
0.122916,10139_1.txt
0.259058,1013_1.txt
0.005039,10140_1.txt
0.580089,10141_1.txt
0.873982,10142_3.txt
0.005327,10143_3.txt
0.003795,10144_1.txt
0.001088,10145_1.txt
0.994672,10146_1.txt
0.000302,10147_1.txt
0.015503,10148_1.txt
0.000512,10149_1.txt
0.034169,1014_4.txt
0.000362,10150_2.txt
0.066390,10151_1.txt
0.000325,10152_1.txt
0.003144,10153_1.txt
0.994471,10154_2.txt
0.000856,10155_1.txt
0.000498,10156_3.txt
0.000725,10157_1.txt
0.218217,10158_2.txt
0.962168,10159_4.txt
0.147911,1015_4.txt
0.000631,10160_3.txt
0.000416,10161_1.txt
