prob,file
0.571760,12337_7.txt
0.604099,11736_9.txt
0.052789,11930_2.txt
0.001793,3995_1.txt
0.031653,11307_1.txt
0.998643,10898_7.txt
0.996979,3776_10.txt
0.999600,3142_8.txt
0.131943,4176_10.txt
0.001852,1137_4.txt
0.999700,3395_9.txt
0.002408,5149_8.txt
0.000034,9720_2.txt
0.984682,2168_8.txt
0.999627,9185_9.txt
0.992685,10242_8.txt
0.996714,9470_8.txt
0.999685,11107_10.txt
0.003247,6423_3.txt
0.000540,5311_1.txt
0.003408,6445_1.txt
0.998752,9600_8.txt
0.436985,7253_10.txt
0.000021,10837_1.txt
0.993371,6512_7.txt
0.959157,12204_8.txt
0.000024,972_3.txt
0.970189,12303_9.txt
0.000171,9316_3.txt
0.992765,10723_8.txt
0.999682,3692_10.txt
0.981510,210_10.txt
0.000125,10432_2.txt
0.911500,6978_8.txt
0.999556,7294_9.txt
0.982121,531_10.txt
0.154712,6081_4.txt
0.436047,1652_10.txt
0.000021,4329_4.txt
0.003052,10401_2.txt
0.001698,3149_3.txt
0.000030,4986_2.txt
0.000025,4613_4.txt
0.086850,1967_4.txt
0.135640,5635_7.txt
0.001088,3392_7.txt
0.974676,5029_8.txt
0.999472,9988_8.txt
0.000934,9702_2.txt
0.992410,11833_7.txt
0.888979,8989_9.txt
0.001048,11509_1.txt
0.000116,7401_1.txt
0.025482,11091_2.txt
0.873572,12119_7.txt
0.004941,8179_3.txt
0.004364,5956_3.txt
0.000019,2793_1.txt
0.999744,9009_10.txt
0.001061,6194_2.txt
0.000061,8739_1.txt
0.000150,2890_3.txt
0.621919,5831_8.txt
0.000135,4156_1.txt
0.999346,1051_9.txt
0.981603,1729_8.txt
0.623933,5236_10.txt
0.926162,2695_10.txt
0.012305,5618_4.txt
0.915158,785_9.txt
0.665013,4745_7.txt
0.000082,7984_1.txt
0.959693,5921_7.txt
0.000180,1419_7.txt
0.001332,436_1.txt
0.977363,9014_10.txt
0.154493,4312_4.txt
0.000075,1319_1.txt
0.013243,2398_2.txt
0.016283,7786_1.txt
0.407497,6927_2.txt
0.998494,6923_10.txt
0.999399,4897_8.txt
0.000048,1802_2.txt
0.000106,708_4.txt
0.006880,9100_1.txt
0.121283,11872_1.txt
0.993196,6349_10.txt
0.999685,830_10.txt
0.952195,11433_8.txt
0.919178,963_8.txt
0.999631,769_8.txt
0.000162,164_3.txt
0.993426,10888_8.txt
0.869167,10616_7.txt
0.000044,11288_1.txt
0.990278,12378_8.txt
0.979874,6594_10.txt
0.946730,1587_10.txt
0.000070,5632_1.txt
0.999229,10519_9.txt
0.999753,4908_10.txt
0.998786,5190_8.txt
0.996863,10983_10.txt
0.844755,10236_8.txt
0.000311,4047_1.txt
0.997287,9574_9.txt
0.098002,10229_8.txt
0.988654,4527_9.txt
0.996935,4166_9.txt
0.000095,10510_1.txt
0.812351,9332_3.txt
0.997360,811_10.txt
0.000111,8159_1.txt
0.998933,4629_10.txt
0.997945,10844_9.txt
0.001095,6093_8.txt
0.000022,12443_1.txt
0.000049,7616_1.txt
0.000516,7420_2.txt
0.000019,10011_3.txt
0.001662,8481_4.txt
0.992177,11149_10.txt
0.995054,3167_7.txt
0.997167,3683_9.txt
0.999370,6052_9.txt
0.000821,12355_2.txt
0.999505,11919_7.txt
0.000159,3861_4.txt
0.000025,11344_3.txt
0.943412,12245_10.txt
0.985071,0_9.txt
0.065639,2520_2.txt
0.996536,5522_8.txt
0.000215,1994_2.txt
