prob,file
0.000912,10012_1.txt
0.002276,10013_1.txt
0.502400,10016_4.txt
0.000422,10018_3.txt
0.002898,10024_3.txt
0.935321,10026_2.txt
0.002067,10027_1.txt
0.005455,10028_2.txt
0.080441,10037_1.txt
0.000675,10038_3.txt
0.067327,10042_1.txt
0.014188,10046_1.txt
0.001882,10047_1.txt
0.050438,10055_3.txt
0.001143,10064_3.txt
0.008802,10066_4.txt
0.007949,10072_1.txt
0.000538,10088_1.txt
0.000349,10101_1.txt
0.000195,10102_1.txt
0.000136,10110_1.txt
0.000553,10111_1.txt
0.003124,10119_2.txt
0.152303,10126_2.txt
0.005385,1012_2.txt
0.000062,10133_1.txt
0.000138,10134_1.txt
0.005202,10136_2.txt
0.004391,10137_1.txt
0.000136,10140_3.txt
0.000276,10142_2.txt
0.000687,10148_3.txt
0.938575,10155_4.txt
0.025934,10156_1.txt
0.502348,10157_4.txt
0.755210,10160_4.txt
0.825650,10162_3.txt
0.053388,10164_4.txt
0.033984,10166_2.txt
0.007693,10170_2.txt
0.009130,10171_3.txt
0.023596,10174_4.txt
0.022602,10179_1.txt
0.830645,10184_1.txt
0.002655,10187_3.txt
0.000967,10188_2.txt
0.007057,10195_1.txt
0.000618,10211_2.txt
0.000411,10219_2.txt
0.001621,10220_3.txt
0.013596,10222_4.txt
0.001892,10231_1.txt
0.000883,10235_2.txt
0.015200,10238_4.txt
0.376402,10239_3.txt
0.007263,10242_3.txt
0.000057,10243_1.txt
0.193553,10244_2.txt
0.000747,1024_1.txt
0.205417,10253_1.txt
0.040773,10256_3.txt
0.000635,10266_1.txt
0.000827,10281_1.txt
0.004449,10284_3.txt
0.018185,10296_1.txt
0.021479,10304_1.txt
0.015440,10307_2.txt
0.003844,1031_2.txt
0.017402,10320_2.txt
0.001020,10324_2.txt
0.000617,10336_4.txt
0.006851,10338_2.txt
0.000245,10341_1.txt
0.331863,10342_2.txt
0.967745,10343_3.txt
0.002314,10362_1.txt
0.004349,10377_1.txt
0.084758,10387_1.txt
0.005219,10389_4.txt
0.007361,10391_3.txt
0.002045,10396_1.txt
0.118662,10404_4.txt
0.001069,10415_2.txt
0.007651,10418_1.txt
0.002708,10420_2.txt
0.014859,10422_1.txt
0.007246,10425_3.txt
0.932150,10427_4.txt
0.003768,10428_4.txt
0.000722,10432_2.txt
0.000202,1043_3.txt
0.000735,10440_1.txt
0.005351,10444_1.txt
0.013348,10449_4.txt
0.013864,1044_4.txt
0.005193,10450_1.txt
0.004413,10454_1.txt
0.009626,10455_1.txt
0.000386,10464_1.txt
0.993506,1046_2.txt
0.001965,10470_1.txt
0.000278,10471_2.txt
0.001531,10479_2.txt
0.016244,1047_2.txt
0.000118,10487_2.txt
0.013627,10495_1.txt
0.000170,10511_1.txt
0.008961,10515_1.txt
0.022610,1051_4.txt
0.097363,10525_4.txt
0.004899,10539_4.txt
0.183748,10541_4.txt
0.358668,10543_3.txt
0.005535,10554_1.txt
0.002593,1055_2.txt
0.019367,10560_3.txt
0.007812,10562_2.txt
0.004045,10564_4.txt
0.000259,10569_1.txt
0.001473,10570_1.txt
0.007417,10577_2.txt
0.009134,10593_4.txt
0.002102,10604_2.txt
0.000088,10606_2.txt
0.011367,1060_4.txt
0.014533,10613_3.txt
0.000965,10615_2.txt
0.851882,1061_4.txt
0.314759,10621_3.txt
0.991347,10627_1.txt
0.109645,10637_2.txt
0.005172,10644_3.txt
0.594116,10649_4.txt
0.010101,1064_2.txt
0.001924,10650_1.txt
0.024206,10651_1.txt
0.007415,1065_1.txt
0.000314,10665_2.txt
0.000365,10667_3.txt
0.003958,10670_3.txt
0.002189,10672_1.txt
0.000439,1067_3.txt
0.014192,10692_4.txt
0.032308,10697_4.txt
0.000407,10699_4.txt
0.000731,10702_1.txt
0.006403,10704_4.txt
0.000172,10707_1.txt
0.000304,10708_3.txt
0.000047,10710_1.txt
0.000331,10725_1.txt
0.323837,10727_4.txt
0.002557,10729_1.txt
0.001330,10731_1.txt
0.174729,10733_4.txt
0.885391,10737_3.txt
0.006162,10744_3.txt
0.000585,10747_4.txt
0.000215,10749_1.txt
0.010768,10750_3.txt
0.000410,10752_1.txt
0.000510,10761_4.txt
0.001481,10764_3.txt
0.000397,10769_2.txt
0.005508,10770_1.txt
0.000392,10775_3.txt
0.001000,10779_4.txt
0.000535,10782_1.txt
0.001162,10792_1.txt
0.001146,10798_1.txt
0.082250,107_2.txt
0.000147,10801_1.txt
0.000710,10803_3.txt
0.000078,10809_1.txt
0.000211,10812_1.txt
0.613302,10815_2.txt
0.001204,10818_1.txt
0.649032,10819_3.txt
0.865032,10821_1.txt
0.000673,10823_1.txt
0.025082,10824_2.txt
0.000577,10838_1.txt
0.050169,10850_3.txt
0.001029,10853_2.txt
0.006793,10858_1.txt
0.012098,10873_4.txt
0.000489,10875_2.txt
0.001433,10876_1.txt
0.000489,10882_2.txt
