prob,file
0.001558,0_2.txt
0.002473,10000_4.txt
0.000976,10001_1.txt
0.003179,10002_3.txt
0.923305,10003_3.txt
0.010008,10004_2.txt
0.226971,10005_2.txt
0.000239,10006_2.txt
0.014034,10007_4.txt
0.062830,10008_4.txt
0.000376,10009_3.txt
0.672755,1000_3.txt
0.215554,10010_2.txt
0.000677,10011_1.txt
0.000085,10012_1.txt
0.017253,10013_4.txt
0.002059,10014_2.txt
0.971016,10015_4.txt
0.017781,10016_3.txt
0.010533,10017_1.txt
0.428031,10018_1.txt
0.001404,10019_1.txt
0.004102,1001_4.txt
0.035038,10020_1.txt
0.926671,10021_3.txt
0.001557,10022_4.txt
0.976959,10023_4.txt
0.001532,10024_3.txt
0.000815,10025_2.txt
0.003997,10026_3.txt
0.001851,10027_1.txt
0.018002,10028_3.txt
0.000516,10029_1.txt
0.030762,1002_3.txt
0.731414,10030_3.txt
0.004785,10031_2.txt
0.024865,10032_1.txt
0.000413,10033_1.txt
0.000553,10034_1.txt
0.010370,10035_1.txt
0.000056,10036_1.txt
0.923999,10037_1.txt
0.000330,10038_4.txt
0.005823,10039_1.txt
0.991433,1003_4.txt
0.781189,10040_2.txt
0.006827,10041_1.txt
0.000593,10042_1.txt
0.344691,10043_1.txt
0.001884,10044_2.txt
0.001078,10045_1.txt
0.134929,10046_4.txt
0.000194,10047_1.txt
0.000308,10048_1.txt
0.000600,10049_1.txt
0.836750,1004_4.txt
0.996953,10050_4.txt
0.002804,10051_2.txt
0.000286,10052_4.txt
0.991710,10053_4.txt
0.011138,10054_3.txt
0.001246,10055_1.txt
0.650551,10056_1.txt
0.001558,10057_1.txt
0.053928,10058_2.txt
0.012095,10059_1.txt
0.003311,1005_2.txt
0.003847,10060_3.txt
0.123165,10061_4.txt
0.007267,10062_4.txt
0.000666,10063_1.txt
0.014018,10064_2.txt
0.005216,10065_1.txt
0.949745,10066_1.txt
0.806968,10067_4.txt
0.008842,10068_3.txt
0.032609,10069_3.txt
0.005563,1006_3.txt
0.016923,10070_3.txt
0.047037,10071_2.txt
0.000158,10072_1.txt
0.509695,10073_3.txt
0.016771,10074_3.txt
0.007660,10075_3.txt
0.001353,10076_3.txt
0.040038,10077_3.txt
0.000822,10078_3.txt
0.000118,10079_1.txt
0.588743,1007_4.txt
0.007469,10080_1.txt
0.008394,10081_1.txt
0.044163,10082_1.txt
0.888083,10083_2.txt
0.055734,10084_3.txt
0.032359,10085_2.txt
0.238824,10086_1.txt
0.010920,10087_1.txt
0.000560,10088_1.txt
0.001719,10089_1.txt
0.029480,1008_2.txt
0.004530,10090_3.txt
0.013352,10091_1.txt
0.001189,10092_4.txt
0.000283,10093_1.txt
0.371649,10094_4.txt
0.991602,10095_3.txt
0.000210,10096_1.txt
0.006497,10097_2.txt
0.003697,10098_1.txt
0.485550,10099_4.txt
0.407094,1009_3.txt
0.959743,100_4.txt
0.980575,10100_3.txt
0.001166,10101_4.txt
0.996801,10102_2.txt
0.000144,10103_1.txt
0.000033,10104_1.txt
0.001704,10105_3.txt
0.000359,10106_1.txt
0.001241,10107_2.txt
0.004410,10108_1.txt
0.006446,10109_1.txt
0.008157,1010_1.txt
0.007749,10110_1.txt
0.000339,10111_1.txt
0.000402,10112_1.txt
0.002463,10113_1.txt
0.000709,10114_2.txt
0.001208,10115_1.txt
0.000364,10116_1.txt
0.000214,10117_1.txt
0.000592,10118_1.txt
0.024697,10119_1.txt
0.457181,1011_4.txt
0.000068,10120_1.txt
0.032491,10121_1.txt
0.001193,10122_2.txt
0.612440,10123_4.txt
0.687768,10124_3.txt
0.126909,10125_4.txt
0.234362,10126_4.txt
0.009693,10127_2.txt
0.003382,10128_1.txt
0.006491,10129_2.txt
0.993472,1012_1.txt
0.002634,10130_2.txt
0.083489,10131_3.txt
0.058089,10132_3.txt
0.014560,10133_4.txt
0.011769,10134_4.txt
0.003305,10135_3.txt
0.003038,10136_1.txt
0.007163,10137_2.txt
0.010925,10138_2.txt
0.636194,10139_1.txt
0.490556,1013_1.txt
0.010546,10140_1.txt
0.916228,10141_1.txt
0.974763,10142_3.txt
0.083127,10143_3.txt
0.092898,10144_1.txt
0.007185,10145_1.txt
0.976717,10146_1.txt
0.000135,10147_1.txt
0.018949,10148_1.txt
0.000479,10149_1.txt
0.697533,1014_4.txt
0.000241,10150_2.txt
0.029784,10151_1.txt
0.001018,10152_1.txt
0.009217,10153_1.txt
0.996019,10154_2.txt
0.002686,10155_1.txt
0.001044,10156_3.txt
0.000787,10157_1.txt
0.538953,10158_2.txt
0.534538,10159_4.txt
0.986852,1015_4.txt
0.001740,10160_3.txt
0.000355,10161_1.txt
0.440583,10162_4.txt
0.332862,10163_4.txt
0.953358,10164_4.txt
0.004612,10165_2.txt
0.988164,10166_4.txt
0.079834,10167_4.txt
0.002312,10168_4.txt
0.002423,10169_3.txt
0.988573,1016_3.txt
0.000083,10170_1.txt
0.004362,10171_1.txt
0.005752,10172_1.txt
0.000359,10173_1.txt
0.000389,10174_1.txt
0.000896,10175_2.txt
0.006894,10176_1.txt
0.001314,10177_3.txt
0.000330,10178_1.txt
0.001318,10179_1.txt
0.000814,1017_1.txt
0.001136,10180_1.txt
0.000858,10181_2.txt
0.002106,10182_3.txt
0.000378,10183_1.txt
0.000359,10184_1.txt
0.019903,10185_1.txt
0.000424,10186_1.txt
0.000141,10187_1.txt
0.015105,10188_1.txt
0.001317,10189_1.txt
0.013942,1018_4.txt
0.000706,10190_1.txt
0.005610,10191_1.txt
0.001953,10192_1.txt
0.013205,10193_1.txt
0.000481,10194_1.txt
0.000119,10195_1.txt
0.000194,10196_1.txt
0.001055,10197_2.txt
0.007503,10198_2.txt
0.000083,10199_1.txt
0.005972,1019_3.txt
0.021570,101_3.txt
0.001575,10200_1.txt
0.995155,10201_1.txt
0.990153,10202_4.txt
0.004590,10203_2.txt
0.026075,10204_2.txt
0.002681,10205_1.txt
0.649002,10206_4.txt
0.014961,10207_3.txt
0.038020,10208_1.txt
0.941086,10209_1.txt
0.228411,1020_2.txt
0.106997,10210_3.txt
0.021112,10211_4.txt
0.005304,10212_4.txt
0.851011,10213_4.txt
0.189859,10214_2.txt
0.049349,10215_4.txt
0.000866,10216_1.txt
0.001178,10217_4.txt
0.049219,10218_4.txt
0.241100,10219_4.txt
0.000599,1021_2.txt
0.021479,10220_3.txt
0.021423,10221_2.txt
0.026076,10222_1.txt
0.006573,10223_2.txt
0.000520,10224_2.txt
0.001009,10225_1.txt
0.057387,10226_3.txt
0.014950,10227_3.txt
0.008611,10228_1.txt
0.046531,10229_2.txt
0.690314,1022_3.txt
0.002265,10230_2.txt
0.025975,10231_4.txt
0.023471,10232_1.txt
0.002445,10233_3.txt
0.002906,10234_3.txt
0.133286,10235_3.txt
